Cus_id,First_Name,Last_Name,City,Country,Phone 1,Phone 2,Email
986,Brittney,Horn,South Michael,Iraq,201-612-7730x83016,+1-251-340-9359x188,rthornton@hendrix.com
987,Maureen,Hurst,Mosesberg,Mongolia,757-412-2039x9425,-8696,wolfecody@marshall.net
988,Cynthia,Greene,Hancockchester,Ghana,001-241-633-1236x0619,+1-816-826-1774x7691,chad71@blankenship.org
989,Maureen,Rivers,Maxwellborough,Guyana,(759)812-4987,(963)705-8521,duncaneric@salas-huff.org
990,Garrett,Villa,Calebbury,American Samoa,238.972.7132x0187,126-834-4569x7645,duncanpedro@higgins-maldonado.com
991,Bill,Richards,South Shellyview,Liechtenstein,(634)290-5807,738-287-3938,roger88@holden.com
992,Kiara,Moon,Hesterburgh,American Samoa,001-414-102-0839x208,663-698-9231x994,paynesteven@nguyen-richardson.com
993,Colin,Kaufman,Aaronfort,Isle of Man,(336)784-5689x056,824-252-8040x713,robersonjanice@peterson-herring.com
994,Evan,Marsh,Lake Darrellshire,Philippines,001-925-357-3563,(130)334-5158x9385,julia00@mcclure.info
995,Kristie,Rice,East Leslie,Guinea,4200976464,-1405,joycecombs@guerra-burns.com
996,Diana,Monroe,Lake Jacksonmouth,Guatemala,+1-171-715-9766x54993,(489)413-7296x32807,cassidymercado@bonilla.com
997,Jerry,Morales,South Dominiquemouth,Georgia,132.253.8501x097,+1-301-292-8363x80270,gavin13@logan-downs.com
998,Tracie,Floyd,East Chloeshire,Solomon Islands,1193982387,(482)926-8966,lowehailey@oconnor.org
999,Paul,Barnes,South Shane,Finland,+1-537-466-3245x3699,791-835-9075,hodgeseddie@hardin-wells.com
1000,Dominic,Duran,East Wendy,British Indian Ocean Territory (Chagos Archipelago),-5366,814-860-0941x057,owarner@velasquez.info
